Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
1,3.0,6,17,4,12.1,8.1,10.3,27,237
1,6.0,12,17,4,18.7,11.6,15.5,18,356
0,3.0,6,17,4,9.7,7.5,8.7,32,200
2,3.0,6,17,4,10.6,7.9,9.4,30,216
1,3.0,6,17,4,10.6,7.7,9.3,30,214
10,3.0,6,17,4,11.8,8.1,10.2,28,235
10,3.0,6,25,4,12.3,9.0,10.8,26,248
10,3.0,6,25,4,11.9,8.5,10.4,27,239
10,3.0,6,17,4,11.9,7.8,10.0,28,230
0,3.0,6,9,4,14.2,9.6,12.1,23,278
0,3.0,6,25,4,13.7,9.0,11.6,24,267
10,3.0,6,9,4,14.1,9.7,12.1,23,278
10,3.0,6,25,4,14.1,9.0,11.8,24,271
0,3.0,6,9,4,14.1,9.7,12.1,23,278
2,4.4,8,25,4,16.1,10.8,13.7,21,315
10,4.4,8,25,4,16.1,10.8,13.7,21,315
0,4.4,8,25,4,16.1,10.8,13.7,21,315
11,2.0,4,17,4,10.6,7.2,9.1,31,209
11,3.0,6,17,4,13.2,8.9,11.2,25,258
11,2.0,4,17,0,8.6,6.9,7.9,36,213
11,2.0,4,17,4,11.1,8.4,9.9,29,228
11,3.0,6,17,4,12.7,8.8,10.9,26,251
11,2.0,4,17,4,11.7,8.4,10.2,28,235
12,4.4,8,17,4,16.6,12.1,14.6,19,336
12,3.0,6,17,0,9.9,7.2,8.7,32,235
12,3.0,6,17,4,13.0,8.9,11.1,25,255
12,4.4,8,17,4,16.1,10.9,13.8,20,317
13,2.0,4,17,4,10.7,7.1,9.1,31,209
13,2.0,4,25,4,10.7,6.9,9.0,31,207
13,3.0,6,9,4,13.7,10.0,12.1,23,278
12,3.6,6,3,3,14.2,9.9,12.3,23,283
2,3.6,6,15,3,13.7,8.6,11.4,25,262
2,3.6,6,15,1,18.7,12.4,15.8,18,253
2,3.6,6,15,3,13.9,9.1,11.7,24,269
2,3.6,6,15,1,18.6,12.6,15.9,18,254
2,2.0,4,15,4,11.4,7.9,9.8,29,225
2,2.0,4,25,4,11.6,7.6,9.8,29,225
2,2.0,4,15,4,12.4,8.7,10.7,26,246
0,2.0,4,15,4,11.4,7.9,9.8,29,225
0,2.0,4,25,4,11.6,7.6,9.8,29,225
0,2.4,4,15,3,11.1,7.4,9.4,30,216
0,2.0,4,15,4,11.1,7.9,9.7,29,223
0,2.0,4,25,4,12.2,7.9,10.3,27,237
0,2.5,4,15,3,11.1,7.2,9.3,30,214
0,3.6,6,15,3,12.8,8.4,10.8,26,248
0,2.0,4,15,4,11.5,8.5,10.2,28,235
0,3.6,6,15,3,12.8,8.9,11.0,26,253
2,3.6,6,17,3,12.8,8.2,10.7,26,246
2,2.0,4,15,4,12.3,8.5,10.6,27,244
2,3.6,6,15,3,12.8,8.9,11.0,26,253
2,3.6,6,17,4,15.1,9.9,12.7,22,292
12,6.2,8,3,4,16.2,11.4,14.0,20,322
12,6.2,8,5,4,15.9,11.1,13.8,20,317
12,6.2,8,3,4,16.8,11.7,14.5,19,334
12,6.2,8,5,4,16.4,11.7,14.3,20,329
12,3.6,6,15,3,14.2,9.8,12.3,23,283
1,3.6,6,15,3,13.6,8.6,11.3,25,260
1,3.6,6,15,3,13.7,8.9,11.6,24,267
1,3.6,6,15,4,14.8,9.9,12.6,22,290
0,3.6,6,15,3,13.3,8.8,11.3,25,260
0,3.6,6,25,3,14.0,8.4,11.5,25,265
0,3.6,6,15,3,12.6,7.9,10.5,27,242
0,6.2,8,25,4,18.1,12.3,15.5,18,357
0,6.2,8,15,4,19.9,13.0,16.8,17,386
0,6.2,8,25,4,16.6,12.4,14.7,19,338
7,2.0,4,19,3,9.7,9.0,9.4,30,216
5,2.5,4,3,3,11.9,8.8,10.5,27,242
5,2.5,4,25,3,12.2,9.1,10.8,26,248
5,3.6,6,3,3,13.0,9.2,11.3,25,260
5,2.5,4,3,3,12.7,9.5,11.3,25,260
5,3.6,6,3,3,13.5,9.8,11.8,24,271
13,6.2,8,17,4,14.6,8.1,11.7,24,269
13,6.2,8,17,4,17.7,10.2,14.3,20,329
13,6.2,8,26,4,15.7,10.6,13.4,21,308
2,1.4,4,25,3,9.0,6.2,7.8,36,179
2,1.8,4,15,3,10.5,6.8,8.8,32,202
2,1.8,4,25,3,9.4,6.6,8.1,35,186
2,1.4,4,3,3,9.0,6.1,7.7,37,177
11,2.4,4,3,1,15.6,10.8,13.4,21,214
11,3.6,6,3,3,14.2,9.5,12.1,23,278
11,2.4,4,3,1,16.3,11.6,14.2,20,227
15,4.8,8,3,3,21.0,14.2,18.0,16,414
15,6.0,8,3,3,22.0,14.9,18.8,15,432
15,6.0,8,3,1,30.3,20.5,25.9,11,414
15,4.8,8,3,3,21.3,14.3,18.1,16,416
15,6.0,8,3,3,22.2,15.1,19.0,15,437
15,6.0,8,3,1,30.6,20.6,26.1,11,418
1,2.5,4,15,3,10.6,7.5,9.2,31,212
1,3.6,6,15,3,12.5,8.2,10.6,27,244
1,3.6,6,15,1,17.0,11.5,14.5,19,232
6,4.3,6,3,3,13.4,9.9,11.9,24,274
6,4.3,6,3,1,19.3,14.3,17.1,17,274
6,5.3,8,3,1,19.9,13.8,17.2,16,275
6,6.2,8,5,4,16.1,11.4,14.0,20,322
6,4.3,6,3,3,14.1,10.6,12.5,23,288
6,4.3,6,3,1,20.3,15.2,18.0,16,288
6,5.3,8,3,3,14.9,10.7,13.0,22,299
6,5.3,8,3,1,20.2,14.3,17.5,16,280
6,6.2,8,5,4,16.3,11.6,14.2,20,327
0,1.4,4,15,3,9.0,6.8,8.0,35,184
0,1.8,4,15,3,9.6,6.7,8.3,34,191
0,1.8,4,24,3,9.0,6.8,8.0,35,184
0,1.4,4,25,3,8.9,6.9,8.0,35,184
2,1.4,4,15,3,9.0,6.8,8.0,35,184
2,1.4,4,25,3,8.5,6.2,7.5,38,173
2,1.8,4,15,3,9.6,6.7,8.3,34,191
2,1.8,4,24,3,9.0,6.8,8.0,35,184
2,1.4,4,25,3,8.9,6.9,8.0,35,184
10,1.2,4,19,3,7.7,6.1,7.0,40,161
10,1.2,4,24,3,7.5,6.0,6.8,42,156
12,5.3,8,3,3,14.9,10.1,12.7,22,292
12,5.3,8,3,1,20.2,13.6,17.2,16,275
12,5.3,8,3,3,15.4,10.8,13.3,21,306
12,5.3,8,3,1,22.1,15.4,19.1,15,306
12,5.3,8,3,3,15.1,10.4,13.0,22,299
12,5.3,8,3,1,20.5,14.0,17.6,16,282
11,1.4,4,15,3,9.2,7.0,8.2,34,189
11,1.4,4,25,3,9.1,6.9,8.1,35,186
11,1.4,4,15,3,9.7,7.6,8.7,32,200
2,2.4,4,6,3,10.2,6.4,8.5,33,196
2,2.4,4,6,1,13.6,8.5,11.3,25,181
2,3.6,6,6,3,12.4,7.5,10.2,28,235
2,3.6,6,6,1,16.5,10.1,13.6,21,218
2,3.6,6,6,3,12.8,8.1,10.7,26,246
2,3.6,6,6,1,16.9,10.8,14.1,20,226
1,5.7,8,5,3,14.8,9.3,12.3,23,283
2,3.6,6,5,3,12.4,7.8,10.3,27,237
2,5.7,8,5,3,14.8,9.3,12.3,23,283
2,6.4,8,5,4,15.7,9.5,12.9,22,297
2,6.2,8,5,4,18.0,10.7,14.7,19,338
2,6.2,8,25,4,18.1,11.4,15.1,19,347
1,3.6,6,2,3,13.7,8.9,11.5,25,264
1,3.6,6,2,1,18.7,12.4,15.9,18,254
1,5.7,8,2,3,15.7,9.6,12.9,22,297
1,6.4,8,5,4,15.7,9.5,12.9,22,297
1,6.2,8,5,4,18.0,10.7,14.7,19,338
2,2.0,4,3,1,13.3,9.3,11.5,25,184
12,5.7,8,5,3,17.3,11.5,14.7,19,338
4,3.6,6,3,1,19.2,13.1,16.4,17,262
11,3.6,6,3,3,14.2,9.4,12.1,23,278
13,8.4,10,25,4,19.4,11.3,15.8,18,363
3,1.4,4,3,3,9.6,7.3,8.6,33,198
9,1.4,4,3,3,10.6,7.8,9.4,30,216
9,1.4,4,8,3,9.9,7.2,8.7,32,200
9,1.4,4,25,3,9.3,7.1,8.3,34,191
11,2.0,4,15,3,11.5,7.8,9.8,29,225
11,2.0,4,15,3,11.3,7.9,9.8,29,225
11,3.5,6,15,3,13.2,9.0,11.3,25,260
11,2.0,4,15,3,11.8,8.4,10.3,27,237
11,3.5,6,15,3,13.7,9.6,11.8,24,271
11,2.7,6,15,3,13.6,9.8,11.9,24,274
11,1.6,4,15,3,10.4,7.4,9.0,31,207
11,2.5,4,15,3,10.9,7.6,9.5,30,218
11,1.6,4,15,3,10.6,8.0,9.4,30,216
11,2.0,4,15,3,11.4,8.4,10.1,28,232
12,3.5,6,15,3,16.2,11.8,14.2,20,327
12,3.5,6,15,3,16.4,12.0,14.4,20,331
12,2.0,4,3,3,11.9,8.5,10.4,27,239
12,3.5,6,15,1,18.6,13.0,16.1,18,258
12,3.5,6,15,3,14.9,10.7,13.0,22,299
12,3.5,6,15,3,14.2,10.3,12.5,23,288
12,3.5,6,15,1,19.2,14.1,16.9,17,270
6,2.7,6,15,3,12.2,9.2,10.8,26,248
6,3.5,6,15,3,13.7,9.9,12.0,24,276
6,3.5,6,3,3,13.2,9.6,11.5,25,264
6,3.5,6,3,1,17.9,13.0,15.7,18,251
6,5.0,8,15,3,15.5,10.6,13.3,21,306
6,5.0,8,15,1,20.7,14.3,17.9,16,286
6,2.7,6,15,3,13.3,10.4,12.0,24,276
6,3.5,6,15,3,14.2,10.4,12.5,23,288
6,3.5,6,3,3,13.9,10.5,12.4,23,285
6,3.5,6,3,1,18.9,14.2,16.8,17,269
6,5.0,8,15,3,16.0,11.3,13.9,20,320
6,5.0,8,15,1,21.7,15.1,18.7,15,299
10,1.6,4,15,3,8.7,6.4,7.6,37,175
10,1.6,4,24,3,8.5,6.5,7.6,37,175
10,1.0,3,24,3,7.5,5.5,6.6,43,152
10,1.6,4,15,3,8.4,6.2,7.4,38,170
10,1.6,4,25,3,8.9,6.8,8.0,35,184
12,3.5,6,15,3,13.3,9.5,11.6,24,267
12,3.5,6,15,3,13.7,10.1,12.1,23,278
12,3.5,6,15,3,14.6,10.4,12.8,22,294
0,1.0,3,25,3,8.1,5.9,7.1,40,163
0,2.0,4,25,3,10.2,7.3,8.9,32,205
0,2.0,4,8,3,8.9,6.2,7.7,37,177
0,2.0,4,8,1,11.9,8.5,10.4,27,166
0,2.0,4,15,3,9.1,6.3,7.8,36,179
0,2.0,4,15,1,12.2,8.6,10.6,27,170
0,2.0,4,24,3,9.3,6.7,8.1,35,186
0,2.0,4,24,1,12.4,9.1,10.9,26,174
2,1.5,4,15,3,9.9,6.5,8.4,34,193
2,1.5,4,15,3,9.4,6.3,8.0,35,184
2,2.0,4,15,3,10.5,7.0,8.9,32,205
2,2.5,4,15,3,10.6,7.0,8.9,32,205
2,2.0,4,15,3,10.8,7.5,9.3,30,214
2,2.0,4,19,3,5.4,5.8,5.5,51,126
10,2.3,4,15,3,11.0,7.4,9.4,30,216
10,2.3,4,25,3,10.6,7.5,9.2,31,212
10,3.7,6,15,3,12.6,8.5,10.7,26,246
10,3.7,6,25,3,13.5,8.3,11.2,25,258
10,5.0,8,15,3,14.9,9.5,12.4,23,285
10,5.0,8,25,3,15.2,9.3,12.5,23,288
10,2.3,4,15,3,11.6,7.9,9.9,29,228
10,5.0,8,15,3,15.4,10.0,13.0,22,299
15,3.5,6,15,3,16.6,12.5,14.7,19,338
15,3.7,6,15,3,16.6,12.6,14.8,19,340
15,3.7,6,15,1,22.1,16.7,19.7,14,315
1,2.0,4,15,3,10.5,7.4,9.1,31,209
1,3.5,6,15,3,13.9,9.5,11.9,24,274
1,3.5,6,15,3,12.2,8.2,10.4,27,239
1,3.5,6,15,1,17.4,11.3,14.7,19,235
1,3.5,6,15,3,13.0,9.1,11.3,25,260
1,3.5,6,15,1,18.8,12.6,16.0,18,256
7,1.6,4,15,3,10.6,7.9,9.4,30,216
7,2.5,4,15,3,11.7,8.4,10.2,28,235
7,2.5,4,15,3,12.0,8.5,10.4,27,239
2,2.4,4,19,3,8.8,6.5,7.8,36,179
2,2.4,4,22,3,9.0,6.7,8.0,35,184
2,3.5,6,15,3,11.4,7.3,9.5,30,219
2,2.0,4,19,3,4.7,5.3,5.0,56,115
0,1.8,4,19,3,7.9,6.1,7.1,40,163
0,1.8,4,24,3,8.6,6.6,7.7,37,177
0,2.4,4,25,4,10.8,7.6,9.4,30,216
0,1.5,4,19,3,5.3,5.0,5.2,54,120
11,2.4,4,19,3,8.6,6.9,7.8,36,179
11,2.4,4,19,3,9.1,7.2,8.3,34,191
9,1.5,4,19,3,7.0,5.7,6.4,44,147
9,1.5,4,22,3,7.3,6.1,6.8,42,156
9,1.5,4,25,3,8.1,6.4,7.3,39,168
11,3.5,6,2,3,13.3,9.3,11.5,25,264
11,3.5,6,2,3,13.8,9.7,12.0,24,276
0,1.6,4,15,3,8.9,6.3,7.7,37,177
0,1.6,4,25,3,8.7,6.3,7.6,37,175
2,1.8,4,15,3,8.5,6.3,7.5,38,172
2,1.8,4,25,3,8.8,6.4,7.7,37,177
2,2.0,4,15,3,9.7,6.7,8.3,34,191
2,2.0,4,15,3,9.6,6.8,8.3,34,191
2,2.0,4,25,3,9.7,6.7,8.3,34,191
2,2.0,4,15,3,9.7,7.2,8.6,33,198
2,2.0,4,25,3,9.8,6.9,8.5,33,196
1,3.8,6,17,3,14.4,9.4,12.1,23,278
1,5.0,8,17,4,17.3,10.5,14.2,20,327
10,3.8,6,17,4,14.6,9.6,12.3,23,283
10,3.8,6,25,4,14.4,9.9,12.4,23,285
11,3.3,6,15,3,12.9,9.4,11.3,25,260
11,3.3,6,15,3,13.0,9.7,11.5,25,264
11,2.4,4,15,3,11.7,8.7,10.3,27,237
11,2.0,4,15,3,12.9,9.8,11.5,25,264
11,2.4,4,15,3,12.5,9.3,11.1,25,255
11,3.3,6,15,3,13.9,10.8,12.5,23,287
1,2.0,4,15,3,10.4,7.4,9.1,31,209
1,2.4,4,15,3,9.8,6.7,8.4,34,193
11,2.0,4,15,3,10.2,8.2,9.3,30,214
11,2.0,4,25,3,11.4,8.5,10.1,28,232
11,2.4,4,15,3,11.3,8.3,10.0,28,230
11,2.0,4,15,3,11.4,9.3,10.4,27,239
11,2.4,4,15,3,11.6,9.3,10.6,27,244
0,1.6,4,25,3,9.0,6.7,8.0,35,184
0,1.6,4,15,3,9.9,7.6,8.8,32,202
0,1.6,4,25,3,9.7,7.0,8.5,33,196
2,3.7,6,16,4,12.0,8.1,10.3,27,237
2,3.7,6,16,4,12.5,8.7,10.8,26,248
10,3.7,6,16,4,12.4,8.7,10.7,26,246
10,3.7,6,25,4,13.6,9.3,11.6,24,267
10,3.7,6,16,4,13.3,9.4,11.5,25,264
2,5.6,8,16,4,14.8,9.5,12.4,23,285
2,5.6,8,16,4,15.0,10.2,12.9,22,297
2,3.5,6,16,4,8.0,6.9,7.5,38,172
9,3.7,6,16,4,13.7,9.7,11.9,24,274
11,3.5,6,22,4,11.4,8.5,10.1,28,232
11,3.5,6,22,4,12.2,8.9,10.7,26,246
12,2.5,4,22,3,8.9,8.4,8.7,32,200
11,3.7,6,16,4,14.6,10.7,12.8,22,294
12,5.6,8,16,4,16.9,11.9,14.7,19,338
2,3.0,6,17,4,13.9,8.8,11.6,24,267
2,5.0,8,17,4,15.7,10.3,13.2,21,304
1,3.0,6,17,4,14.7,9.6,12.5,23,288
3,5.0,8,15,4,15.9,10.9,13.6,21,313
3,5.0,8,15,4,15.6,10.9,13.4,21,308
11,2.4,4,6,1,15.2,10.2,12.9,22,206
11,3.2,6,6,3,11.4,8.1,9.9,29,228
11,2.4,4,6,1,15.9,11.0,13.7,21,219
11,3.2,6,6,3,11.6,8.5,10.2,28,235
11,3.2,6,6,3,12.6,8.9,10.9,26,251
11,3.2,6,6,3,12.2,9.0,10.8,26,248
11,2.0,4,24,3,10.2,7.8,9.2,31,212
11,2.4,4,3,3,11.2,8.6,10.0,28,230
11,2.4,4,24,3,10.2,8.2,9.3,30,214
11,2.4,4,24,3,10.6,8.6,9.7,29,223
11,1.4,4,25,3,9.9,7.5,8.8,32,202
11,2.4,4,6,3,10.8,7.7,9.4,30,216
11,2.4,4,6,1,14.2,9.9,12.2,23,195
11,2.4,4,6,3,11.2,8.0,9.8,29,225
1,3.3,6,15,3,12.7,8.4,10.7,26,246
2,1.8,4,15,3,8.8,6.1,7.6,37,175
2,1.8,4,25,3,9.3,6.3,7.9,36,182
1,1.6,4,15,3,11.1,8.0,9.7,29,223
1,2.0,4,15,3,9.5,7.2,8.5,33,196
1,2.0,4,25,3,9.7,6.9,8.4,34,193
0,1.6,4,15,3,10.6,7.8,9.4,30,216
0,2.0,4,15,3,9.7,7.1,8.6,33,198
0,2.0,4,25,3,10.0,7.4,8.8,32,202
1,3.8,6,17,3,13.3,8.9,11.3,25,260
1,5.0,8,17,4,15.7,10.3,13.3,21,306
2,2.0,4,15,3,11.7,7.7,9.9,29,228
2,2.4,4,15,3,10.2,6.9,8.7,32,200
2,2.4,4,15,3,6.7,6.1,6.4,44,147
0,1.6,4,15,3,8.8,6.3,7.7,37,177
0,1.6,4,15,3,8.5,6.3,7.6,37,175
8,2.0,4,15,3,10.6,7.6,9.3,30,214
4,3.3,6,15,3,13.2,9.7,11.6,24,267
4,3.3,6,15,3,12.9,9.5,11.4,25,262
4,3.3,6,15,3,14.2,10.5,12.5,23,288
11,2.4,4,15,3,11.8,8.7,10.4,27,239
11,3.3,6,15,3,12.7,9.0,11.1,25,255
11,2.4,4,15,3,12.2,9.4,10.9,26,251
11,3.3,6,15,3,13.4,10.0,11.8,24,271
9,1.6,4,15,3,9.8,7.8,8.9,32,205
9,2.0,4,15,3,10.1,7.7,9.0,31,207
9,2.0,4,15,3,9.7,7.7,8.8,32,202
11,2.4,4,15,3,11.4,8.3,10.0,28,230
11,2.4,4,25,3,12.9,9.2,11.3,25,260
11,2.0,4,15,3,12.6,9.7,11.3,25,260
11,2.4,4,15,3,12.0,9.1,10.7,26,246
13,6.5,12,9,4,22.2,12.7,17.9,16,412
13,6.5,12,9,4,24.0,14.5,19.7,14,453
13,5.2,10,9,4,16.8,11.7,14.5,19,334
13,6.5,12,9,4,22.1,13.9,18.4,15,423
12,3.0,6,17,4,16.2,12.1,14.3,20,329
12,3.0,6,17,4,13.9,10.4,12.3,23,283
11,2.0,4,18,4,11.3,7.9,9.7,29,223
12,3.0,6,17,4,14.0,10.5,12.4,23,285
0,1.8,4,19,3,5.5,5.9,5.7,50,131
2,2.5,4,21,3,5.8,6.1,5.9,48,136
2,3.5,6,15,3,11.3,7.5,9.6,29,221
2,3.5,6,17,4,12.3,8.5,10.6,27,244
2,3.5,6,15,4,12.6,9.1,11.0,26,253
2,3.5,6,23,4,8.0,6.9,7.5,38,172
12,4.6,8,15,4,15.7,11.7,13.9,20,320
0,2.5,6,15,4,11.1,7.8,9.6,29,221
10,2.5,6,15,4,11.2,7.8,9.6,29,221
0,3.5,6,17,4,12.3,8.5,10.6,27,244
0,3.5,6,15,4,12.6,9.1,11.0,26,253
10,3.5,6,15,4,12.2,8.7,10.6,27,244
2,4.6,8,17,4,14.4,9.6,12.3,23,283
2,4.6,8,17,4,15.2,10.2,12.9,22,297
2,5.0,8,23,4,12.7,10.1,11.5,25,264
12,5.7,8,15,4,19.0,13.6,16.6,17,382
11,2.0,4,15,4,10.6,8.4,9.6,29,221
11,2.0,4,15,4,10.8,8.8,9.9,29,228
11,2.5,4,21,3,7.1,7.7,7.4,38,170
10,3.5,6,17,4,12.3,8.5,10.6,27,244
10,3.5,6,15,4,12.6,9.1,11.0,26,253
10,5.0,8,17,4,15.2,9.5,12.6,22,290
11,3.5,6,21,4,8.0,8.5,8.2,34,189
11,2.0,4,15,3,12.4,9.0,10.9,26,251
11,2.3,4,15,3,12.9,9.2,11.2,25,258
1,3.7,6,15,3,13.1,9.0,11.2,25,258
7,2.0,4,15,3,11.5,8.4,10.1,28,232
7,3.7,6,3,3,14.1,10.0,12.2,23,281
11,3.7,6,15,3,13.7,10.3,12.1,23,278
2,3.7,6,15,3,13.1,9.2,11.3,25,260
2,2.0,4,19,3,5.7,6.0,5.8,49,133
12,3.5,6,15,3,16.1,12.3,14.4,20,331
2,3.0,6,17,4,15.6,9.5,12.8,22,294
10,4.7,8,15,4,18.2,11.6,15.2,19,350
1,3.8,8,17,4,17.5,10.7,14.5,19,334
1,3.0,6,17,4,15.7,9.7,13.0,22,299
11,2.5,4,15,3,9.9,7.9,9.0,31,207
11,3.7,6,15,3,14.3,10.6,12.7,22,292
0,2.5,4,15,3,8.2,5.9,7.2,39,166
0,2.5,4,25,3,9.3,6.4,8.0,35,184
2,2.0,4,15,3,8.0,5.9,7.0,40,161
2,2.0,4,25,3,8.2,5.9,7.1,40,163
2,2.5,4,15,3,8.2,6.0,7.2,39,166
2,2.5,4,25,3,9.2,6.6,8.1,35,186
4,2.5,4,14,3,10.7,8.2,9.6,29,221
2,2.5,4,15,3,8.8,6.1,7.6,37,175
13,2.0,4,15,4,11.5,8.5,10.1,28,232
9,2.0,4,16,4,10.0,7.5,8.9,32,205
10,1.8,4,16,4,10.9,7.5,9.4,30,216
0,2.0,4,16,4,10.1,7.8,9.0,31,207
0,3.0,6,16,4,11.1,8.4,9.9,29,228
10,6.2,8,16,4,17.9,12.3,15.4,18,354
10,2.0,4,16,4,9.4,6.4,8.1,35,186
10,2.0,4,16,4,9.9,7.4,8.8,32,202
0,2.0,4,16,4,10.2,7.7,9.1,31,209
0,3.0,6,16,4,12.1,8.5,10.5,27,242
0,4.7,8,16,4,14.5,10.1,12.5,23,288
0,5.5,8,16,4,15.1,10.8,13.1,22,301
2,2.1,4,16,0,8.6,5.9,7.4,38,200
2,3.5,6,16,4,11.9,8.2,10.2,28,235
2,3.0,6,16,4,12.0,8.5,10.4,27,239
8,3.5,6,16,4,12.4,8.8,10.8,26,248
10,3.5,6,16,4,11.5,8.1,10.0,28,230
10,3.5,6,16,4,11.8,8.3,10.2,28,235
2,4.7,8,16,4,12.9,9.6,11.4,25,262
10,4.7,8,16,4,13.7,9.2,11.7,24,269
10,4.7,8,16,4,13.3,8.9,11.4,25,262
2,5.5,8,16,4,15.3,10.8,13.3,21,306
8,5.5,8,16,4,15.2,11.0,13.3,21,306
12,5.5,8,16,4,19.9,16.1,18.2,16,419
12,5.5,8,16,4,20.0,16.6,18.5,15,426
12,3.0,6,16,0,13.6,10.0,12.0,24,324
12,3.0,6,16,4,15.2,12.6,14.0,20,322
12,4.7,8,16,4,17.5,13.2,15.6,18,359
12,5.5,8,16,4,18.2,14.0,16.3,17,375
11,2.0,4,16,4,9.8,7.4,8.7,32,200
8,2.0,4,16,4,10.5,8.1,9.4,30,216
11,2.1,4,16,0,9.6,7.0,8.5,33,230
11,3.5,6,16,4,12.6,9.6,11.2,25,258
12,3.0,6,16,4,13.3,10.4,12.0,24,276
12,4.7,8,16,4,16.3,11.8,14.2,20,327
12,5.5,8,16,4,17.3,13.5,15.6,18,359
2,4.7,6,16,4,12.6,8.6,10.8,26,248
0,4.7,8,16,4,14.4,9.8,12.3,23,283
1,4.7,8,16,4,14.8,9.8,12.5,23,288
2,4.7,8,16,4,14.7,9.1,12.2,23,281
1,6.0,12,16,4,18.1,11.0,14.9,19,343
1,5.5,8,16,4,15.7,10.1,13.2,21,304
0,5.5,8,16,4,15.7,10.1,13.2,21,304
1,6.0,12,16,4,18.5,11.8,15.5,18,357
0,6.0,12,16,4,18.0,11.3,15.0,19,345
13,4.7,8,16,4,13.8,9.5,11.9,24,274
13,5.5,8,16,4,14.7,9.5,12.4,23,285
13,6.0,12,16,4,16.7,11.2,14.2,20,327
13,1.8,4,16,4,10.4,7.2,9.0,31,207
13,1.8,4,25,4,10.4,7.2,9.0,31,207
13,5.5,8,16,4,12.4,8.5,10.6,27,244
13,6.2,8,9,4,18.1,12.6,15.6,18,359
10,1.5,3,15,4,8.5,6.3,7.5,38,172
10,1.5,3,25,4,8.1,5.9,7.1,40,163
10,1.5,3,25,4,8.2,5.9,7.2,39,166
3,1.6,4,15,4,8.6,6.5,7.7,37,177
3,1.6,4,25,4,8.4,6.4,7.5,38,172
0,1.6,4,15,4,9.4,7.9,8.7,32,200
0,1.6,4,25,4,8.4,6.4,7.5,38,172
13,1.6,4,15,4,8.5,6.5,7.6,37,175
13,1.6,4,15,4,8.6,6.5,7.7,37,177
13,1.6,4,25,4,8.4,6.4,7.5,38,172
10,2.0,4,15,4,9.2,7.0,8.2,34,189
10,2.0,4,25,4,10.0,7.0,8.6,33,198
3,1.6,4,15,4,9.2,6.8,8.1,35,186
3,1.6,4,25,4,9.1,6.8,8.1,35,186
0,1.6,4,15,4,10.1,7.8,9.0,31,207
0,1.6,4,25,4,9.5,7.7,8.7,32,200
13,1.6,4,15,4,9.2,6.8,8.1,35,186
13,1.6,4,25,4,9.1,6.8,8.1,35,186
10,2.0,4,15,4,9.3,7.3,8.4,34,193
10,2.0,4,25,4,10.4,7.7,9.2,31,212
0,2.0,4,21,3,9.2,6.9,8.2,34,189
0,2.0,4,24,3,9.6,6.9,8.4,34,193
0,2.4,4,21,3,10.5,8.2,9.5,30,219
0,1.2,3,19,3,6.4,5.3,5.9,48,136
0,1.2,3,24,3,7.0,5.5,6.4,44,147
11,3.0,6,15,4,11.5,8.4,10.1,28,232
11,2.0,4,21,3,9.3,7.3,8.4,34,193
11,2.0,4,24,3,9.9,7.6,8.8,32,202
11,2.0,4,21,3,9.6,7.7,8.8,32,202
11,2.4,4,21,3,10.4,8.5,9.6,29,221
13,3.7,6,16,4,12.6,9.2,11.1,25,255
13,3.7,6,16,4,13.0,9.6,11.5,25,264
13,3.7,6,25,4,13.6,9.7,11.8,24,271
2,3.5,6,19,3,10.3,7.4,9.0,31,207
12,5.6,8,2,3,19.2,13.4,16.6,17,382
5,4.0,6,2,3,14.8,10.3,12.7,22,292
5,4.0,6,2,3,15.7,11.3,13.7,21,315
5,4.0,6,25,3,15.0,11.2,13.3,21,306
10,3.8,6,8,4,14.3,10.5,12.6,22,290
9,1.6,4,22,3,8.5,7.2,7.9,36,182
9,1.6,4,25,3,8.4,6.9,7.7,37,177
9,1.6,4,22,3,8.8,7.5,8.2,34,189
9,1.6,4,25,4,8.9,7.5,8.3,34,191
9,1.6,4,23,4,9.4,8.1,8.8,32,202
0,1.6,4,1,3,8.8,6.6,7.8,36,179
0,1.6,4,24,3,8.6,6.6,7.7,37,177
8,3.5,6,22,3,11.0,8.2,9.8,29,225
8,3.5,6,22,3,11.2,8.3,9.9,29,228
11,3.5,6,19,3,11.9,8.6,10.4,27,239
11,3.5,6,19,3,12.1,8.9,10.7,26,246
11,3.5,6,19,3,12.7,9.0,11.0,26,253
4,3.5,6,19,3,12.0,8.7,10.5,27,242
11,2.5,4,19,3,9.5,7.4,8.5,33,196
6,5.6,8,2,3,18.4,13.3,16.1,18,370
6,5.6,8,2,3,19.7,14.3,17.2,16,396
2,1.8,4,19,3,8.0,6.1,7.2,39,166
2,1.8,4,25,3,8.9,6.6,7.9,36,182
0,1.6,4,19,3,7.5,6.0,6.8,42,156
11,4.0,6,2,3,16.0,12.0,14.2,20,327
11,4.0,6,25,3,16.0,12.3,14.4,20,331
3,3.4,6,9,4,11.6,8.4,10.1,28,232
3,3.4,6,26,4,12.3,8.6,10.6,27,244
3,3.4,6,9,4,11.5,8.3,10.1,28,232
3,3.4,6,26,4,12.3,8.7,10.7,26,246
3,3.4,6,9,4,11.6,8.5,10.2,28,235
